Designator,Mid X,Mid Y,Rotation,Layer
D1,149.5,-64.0,270.0,top
D2,155.0,-69.5,90.0,top
D3,155.0,-64.0,270.0,top
D4,149.6,-69.5,90.0,top
J1,152.46,-59.25,270.0,bottom
